NOME_EMPRESARIAL,NOME_CARGA,CNPJ_CARGA,CODIGO_CARGA
NOVELIS DO BRASIL LTDA.,NOVELIS - OURO PRETO - MG,60561800003048.0,142
NOVELIS DO BRASIL LTDA.,ALCAN PINDAMINHANGABA,60561800004109.0,169
NOVELIS DO BRASIL LTDA.,NOVELIS - SANTO ANDRE - SP,60561800000294.0,70068
CUMMINS BRASIL LIMITADA,CUMMINS - GUARULHOS - SP,43201151000110.0,899945
CHEMTRADE BRASIL LTDA,NEXEN LIVRE (CHEMTRADE),3461875000189.0,7008
CIPLAN CIMENTO PLANALTO SA,CIPLAN,57240000122.0,7055
DEXCO S.A,SATIPEL UBERABA,97837181001119.0,7637
COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO - SABESP,SABESP TAIAÇUPEBA ALTO TIETÊ,43776517062967.0,7390
COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO - SABESP,SABESP RIO GRANDE,43776517013834.0,7409
COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO - SABESP,SABESP GUARAPIRANGA,43776517036613.0,7410
COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO - SABESP,SABESP P NOVO MUNDO,43776517069201.0,7411
COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO - SABESP,SABESP ABC - S.BERNARDO - SP,43776517058854.0,7569
COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO - SABESP,SABESP - TEODORO RAMOS - SP,43776517034912.0,7598
COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO - SABESP,SABESP 46R - BARUERI - SP,43776517000180.0,7920
COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO - SABESP,SABESP - ETE SUZANO - SP,43776517059745.0,908634
COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO - SABESP,SABESP - ETE SAO MIGUEL PAULISTA - SP,43776517000180.0,909071
COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO - SABESP,SABESP - EEAT JOÃO XXIII - UC 200711355,43776517000180.0,910063
COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO - SABESP,SABESP - EEAT JARDIM DAMASCENO - SP,43776517000180.0,910677
COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO - SABESP,SABESP EEAB C. DO FRANCA - UC 4001273207,43776517000180.0,925188
COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO - SABESP,SABESP - ETA GUARAU - UC MTE0007122,43776517000180.0,934610
COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO - SABESP,SABESP - ETA VARGEM GRANDE UC 203224285,43776517000180.0,934643
APERAM INOX AMERICA DO SUL S.A.,ACESITA TIMÓTEO,33390170001312.0,7767
BELGO BEKAERT ARAMES LTDA,BBA - CONTAGEM - MG,61074506000130.0,7735
BELGO BEKAERT ARAMES LTDA,BB ARAMES - OSASCO - SP T51,61074506000644.0,7838
ARCELORMITTAL BRASIL S.A.,CST,17469701010482.0,79
ARCELORMITTAL BRASIL S.A.,ARCELORMITTAL BARRA MANSA,17469701022499.0,7256
ARCELORMITTAL BRASIL S.A.,BELGO MINEIRA PIRACICABA,17469701004911.0,7387
ARCELORMITTAL BRASIL S.A.,BELGO MINEIRA - SABARÁ -MG,17469701003273.0,7709
ARCELORMITTAL BRASIL S.A.,VEGA S FRANCISCO DO SUL,17469701010644.0,70503
ARCELORMITTAL BRASIL S.A.,ARCELORMITTAL RESENDE,17469701026052.0,70776
ARCELORMITTAL BRASIL S.A.,ARCELORMITTAL IRACEMAPOLIS - SP,17469701007503.0,890073
BMB BELGO MINEIRA BEKAERT ARTEFATOS DE ARAME LTDA,CORD BRASIL - SUMARÉ - SP,18786988000474.0,7071
BMB BELGO MINEIRA BEKAERT ARTEFATOS DE ARAME LTDA,BMB - VESPASIANO - MG,18786988000121.0,7693
BMB BELGO MINEIRA BEKAERT ARTEFATOS DE ARAME LTDA,BMB - ITAÚNA - MG,18786988000393.0,7793
COMPANHIA BRASILEIRA DE METALURGIA E MINERACAO,CBMM - ARAXÁ,33131541000108.0,7603
ICAL INDUSTRIA DE CALCINACAO LTDA EM RECUPERACAO JUDICIAL,ICAL - S. JOSÉ LAPA - MG,17157264000156.0,7623
ICAL INDUSTRIA DE CALCINACAO LTDA EM RECUPERACAO JUDICIAL,ICAL - PAINS - MG,17157264000318.0,7799
FUNDIMIG INDUSTRIA DE PECAS E COMPONENTES LTDA,FUNDIMIG - CLÁUDIO - MG,17381542000154.0,7605
FUNDIMIG INDUSTRIA DE PECAS E COMPONENTES LTDA,FUNDIMIG C.MATA MG,17381542000235.0,72105
FUNDIMIG INDUSTRIA DE PECAS E COMPONENTES LTDA,FUNDIMIG - CARMO DA MATA - 3014979708,17381542000235.0,961636
INTERCAST S/A,INTERCAST - ITAÚNA - MG,2326750000183.0,7713
FERLIG FERRO LIGA LTDA -,FERLIG - BARREIRO - MG,22482228000106.0,7667
FERLIG FERRO LIGA LTDA -,FERLIG - PASSA TEMP - MG,22482228000106.0,72392
LIGAS DE ALUMINIO SA LIASA,LIASA - PIRAPORA - MG,17221771000101.0,7656
MAGOTTEAUX BRASIL LTDA,MAGOTTEAUX - CONTAGEM - MG,43790666000101.0,7664
ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.,ANGLOGOLD S.BENTO - NOVA LIMA,18565382000670.0,7662
ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.,ANGLOGOLD ANSHANTI STA.BARBARA,18565382000166.0,7721
ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.,ANGLOGOLD S.BENTO MIN_230L,18565382000751.0,70366
ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.,ANGLOGOLD ASHANTI,18565382000832.0,959117
CIMENTO TUPI S.A. EM RECUPERACAO JUDICIAL,CIMENTO TUPI - P.SINO - MG,33039223000626.0,7615
USIMINAS MECANICA SA,USIMINAS MECANICA IPAT. MG,17500224000246.0,7787
UNIFI DO BRASIL LTDA.,UNIFI BRASIL ALFENAS,3013973000315.0,7677
INONIBRAS INOCULANTES E FERRO LIGAS NIPO BRASILEIROS SA,INONIBRÁS - PIRAPORA - MG,18891036000178.0,7747
WHITE MARTINS GASES INDUSTRIAIS LTDA,WM Jacareí,35820448010018.0,193
WHITE MARTINS GASES INDUSTRIAIS LTDA,WM Paulínia,35820448018264.0,7139
WHITE MARTINS GASES INDUSTRIAIS LTDA,WM Ouro Branco,35820448013386.0,7699
WHITE MARTINS GASES INDUSTRIAIS LTDA,WM Divinópolis,35820448004395.0,7727
MERCEDES-BENZ DO BRASIL LTDA.,DAIMLERCHRYSLER -J.DE FORA -MG,59104273003730.0,7703
COMPANHIA DE FIACAO E TECIDOS SANTO ANTONIO,FIAC. TEC. STO. ANTONIO - MG,25582727000155.0,7654
EMPRESA DE CIMENTOS LIZ S.A,ECLSA,33920299000313.0,7617
NEMAK ALUMINIO DO BRASIL LTDA,TEKSID ALUMINIO - BETIM - MG,4721073000123.0,7633
PRYSMIAN CABOS E SISTEMAS DO BRASIL S/A,PIRELLI CABOS SANTO ANDRÉ,61150751000260.0,7022
SAINT-GOBAIN CANALIZACAO LTDA,SAINT GLOBAN - ITAÚNA - MG,28672087007507.0,7607
BRASKEM S.A,Químicos Bahia (Q1),42150391000170.0,7043
BRASKEM S.A,Cloro-Soda Alagoas (CS1),42150391002203.0,7519
BRASKEM S.A,Cloro-Soda Bahia (CS2),42150391001819.0,7521
MINASLIGAS S.A.,MINAS LIGAS - PIRAPORA - MG,16933590000145.0,7625
TEKSID DO BRASIL LTDA,TEKSID ALUM,16694812000114.0,951948
KINROSS BRASIL MINERACAO S/A,RPM - PARACATU - MG,20346524000146.0,7683
IBG INDUSTRIA BRASILEIRA DE GASES LTDA,IBG - JUNDIAÍ - SP,67423152000178.0,7493
CARAMURU ALIMENTOS  S/A,CARAMURU - ITUMBIARA,80671000100.0,7503
GUARDIAN DO BRASIL VIDROS PLANOS LTDA,Guardian Porto Real,1410577000134.0,889542
MINERACAO SERRA GRANDE S A,MSG MIN. SERRA GRANDE CRIXÁS,42445403000194.0,7587
ROMI S.A.,ROMI SBO - SP 304,56720428001135.0,7584
ARCOR DO BRASIL LTDA.,ARCOR - BRAGANÇA PTA - SP,54360656001701.0,7549
TEXTIL CANATIBA LTDA,TEXTIL CANATIBA - STA. BARBARA,56723091001543.0,7918
TEXTIL CANATIBA LTDA,TEXTIL CANATIBA2 - STA BARBARA,56723091000148.0,70219
INDUSTRIA DE PAPEIS SUDESTE LTDA EM RECUPERACAO JUDICIAL,PAPEIS SUDESTE JF,2886413000493.0,7795
SOCIEDADE MICHELIN DE PARTICIPACOES INDUST E COMERCIO LTDA,MICHELIN CAMPO GRANDE - RJ,50567288000744.0,70216
SOCIEDADE MICHELIN DE PARTICIPACOES INDUST E COMERCIO LTDA,MICHELIN RESENDE - ITATIAIA RJ,50567288000663.0,71758
STELLANTIS AUTOMOVEIS BRASIL LTDA.,FIAT - BETIM - MG,16701716000156.0,7685
GRANHA LIGAS LTDA,GRANHA LIGAS - C.LAFAIETE - MG,5833746000108.0,7681
GRANHA LIGAS LTDA,FERNANDO GRANHA NOGUEIRA - MG,5833746000280.0,7733
GRANHA LIGAS LTDA,GRANHA LIGAS LTDA,5833746000604.0,898387
OXITENO S A INDUSTRIA E COMERCIO,OXITENO SA IND. E COM. - MAUÁ,62545686000234.0,7058
TRAMONTINA SA CUTELARIA,TRAMONTINA CUTELARIA - RS,90050238000114.0,7805
RIMA INDUSTRIAL S/A,RIMA CAPITÃO ENEAS,18279158001007.0,7041
RIMA INDUSTRIAL S/A,RIMA VÁRZEA DA PALMA,18279158001180.0,7601
RIMA INDUSTRIAL S/A,RIMA BOCAIÚVA LIVRE,18279158000108.0,7609
PETROBRAS TRANSPORTE S.A - TRANSPETRO,PETROBRÁS SÃO SEBASTIÃO,2709449004065.0,7062
PETROBRAS TRANSPORTE S.A - TRANSPETRO,PETROBRÁS RIO PARDO,2709449004146.0,7067
PETROBRAS TRANSPORTE S.A - TRANSPETRO,PETROBRÁS GUARAREMA,2709449003760.0,7068
PETROBRAS TRANSPORTE S.A - TRANSPETRO,TRANSPETRO ANGRA,2709449000310.0,7310
PETROBRAS TRANSPORTE S.A - TRANSPETRO,ETC TRANSPETRO ALEMOA 88KV,2709449003174.0,7350
PETROBRAS TRANSPORTE S.A - TRANSPETRO,PETROBRAS - CAMPOS ELÍSEOS -RJ,2709449000230.0,7565
PETROBRAS TRANSPORTE S.A - TRANSPETRO,TRANSPETRO - SANTA ISABEL SP,2709449004227.0,71675
PETROBRAS TRANSPORTE S.A - TRANSPETRO,TRANSPETRO TAPINHOA - RJ,2709449008486.0,889958
PETROBRAS TRANSPORTE S.A - TRANSPETRO,TRANSPETRO UBERABA,2709449005037.0,936200
PETROBRAS TRANSPORTE S.A - TRANSPETRO,TRANSPETRO SÃO CAETANO,2709449004227.0,965607
PETROBRAS TRANSPORTE S.A - TRANSPETRO,TRANSPETRO ILHA D ÁGUA,2709449000582.0,973067
PETROBRAS TRANSPORTE S.A - TRANSPETRO,TRANSPETRO ESMAN,2709449005037.0,975924
PETROBRAS TRANSPORTE S.A - TRANSPETRO,TRANSPETRO PIRASSUNUNGA,2709449002526.0,977359
PETROBRAS TRANSPORTE S.A - TRANSPETRO,TRANSPETRO UBERLANDIA,2709449001201.0,977631
PETROBRAS TRANSPORTE S.A - TRANSPETRO,TRANSPETRO SÃO BERNARDO,2709449002950.0,977651
PETROBRAS TRANSPORTE S.A - TRANSPETRO,TRANSPETRO ILHA REDONDA,2709449001040.0,979231
PETROBRAS TRANSPORTE S.A - TRANSPETRO,TRANSPETRO BARRA DO RIACHO,2709449009539.0,990785
COMPANHIA INDUSTRIAL CATAGUASES,CIA IND CATAGUAZES MATRIZ,19526748000150.0,7081
VALE MANGANES S.A,VALE - MANGANÊS - BA,15144306000199.0,70195
VALE MANGANES S.A,RIO DOCE,15144306000199.0,971026
CATERPILLAR BRASIL LTDA,CATERPILLAR PIRACICABA,61064911000177.0,7451
PILKINGTON BRASIL LTDA,PILKINGTON LAM. - CAÇAP. - SP,61736732000562.0,7542
MERCEDES-BENZ DO BRASIL LTDA.,DCBR - S.BERNARDO - SP,59104273000129.0,7551
MERCEDES-BENZ DO BRASIL LTDA.,DAIMLER CHRYSLER -CAMPINAS -SP,59104273001443.0,7591
ZF AUTOMOTIVE BRASIL LTDA.,TRW - ENG. COELHO - SP,60857349001148.0,7579
COMPANHIA NITRO QUIMICA BRASILEIRA,NITROQUÍMICA SP,61150348000150.0,7300
NADIR FIGUEIREDO S.A.,NADIR FIGUEIREDO - SUZANO - UC 150747921,61067161001835.0,70719
KARSTEN S.A.,KARSTEN - BLUMENAU - SC,82640558000104.0,7556
PLASTIPAK PACKAGING DO BRASIL LTDA,PLASTIPAK - PAULÍNIA - SP,1115825000114.0,7561
UNIMINAS AGRO-INDUSTRIAL LTDA,UNIMINAS - CAMANDUCAIA - MG,2236833000181.0,7560
COMPANHIA DO METROPOLITANO DE SAO PAULO - METRO,METRÔ SP,62070362000106.0,71622
COMPANHIA DO METROPOLITANO DE SAO PAULO - METRO,Primária São Lucas,62070362000106.0,927632
COMPANHIA DO METROPOLITANO DE SAO PAULO - METRO,Primária Iguatemi,62070362000106.0,952752
PLASCAR INDUSTRIA DE COMPONENTES PLASTICOS LTDA,PLASCAR JUNDIAÍ,50935576000119.0,7585
PLASCAR INDUSTRIA DE COMPONENTES PLASTICOS LTDA,PLASCAR CAÇAPAVA,50935576001948.0,956333
NESTLE BRASIL LTDA.,NESTLE ARACATUBA,60409075002953.0,70465
PETROM PETROQUIMICA MOGI DAS CRUZES S/A,PETROM - MOGI DAS CRUZES,2340752000127.0,7577
TEKNO S.A. INDUSTRIA E COMERCIO,TEKNO SA CONST. I&C GUARAT.,33467572000568.0,7574
JOHNSON & JOHNSON INDUSTRIAL LTDA,Johnson & Johnson Industrial Ltda.,59748988000114.0,140
FURUKAWA ELECTRIC LATAM S.A.,Furukawa Industrial S/A - Matriz,51775690000191.0,899273
SCHAEFFLER BRASIL LTDA.,INA BRASIL - SOROCABA - SP,57000036000192.0,7571
VOLVO DO BRASIL VEICULOS LTDA,VOLVO DO BRASIL VEÍCULOS - CURITIBA PR,43999424000114.0,889128
CEBRACE CRISTAL PLANO LTDA,CEBRACE - CAÇAPAVA - SP,45070190000585.0,7555
CEBRACE CRISTAL PLANO LTDA,CEBRACE JACAREÍ,45070190000232.0,70436
MONDELEZ BRASIL LTDA,KRAFT MTZ CURITIBA PR UC 46471910,33033028000184.0,70285
AJINOMOTO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.,AJINOMOTO VALPARAISO SP,46344354000740.0,7260
AJINOMOTO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.,AJINOMOTO LIMEIRA SP,46344354000588.0,7278
PRYSMIAN CABOS E SISTEMAS DO BRASIL S/A,PRYSMIAN SOROCABA,61150751009135.0,7035
PPE FIOS ESMALTADOS S.A,PPE INVEX (PIRELLI CERQUILHO),62255682000130.0,7334
INDUSTRIA E COMERCIO DE COSMETICOS NATURA LTDA,NATURA CAJAMAR,190373000172.0,7533
VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOTORES LTDA,VOLKSWAGEN - TAUBATÉ - SP,59104422002446.0,7471
VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOTORES LTDA,VOLKSVAGEN SÃO CARLOS,59104422009882.0,70789
VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOTORES LTDA,VOLKSWAGEN SÃO JOSE DOS PINHAIS,59104422010384.0,899431
AIR LIQUIDE BRASIL LTDA,AIR LIQUID PAULÍNIA,331788001867.0,91
PAPIRUS INDUSTRIA DE PAPEL SA,PAPIRUS - LIMEIRA - SP,60856077000190.0,7534
SMURFIT KAPPA DO BRASIL INDUSTRIA DE EMBALAGENS S.A.,INPA - PIRAPETINGA - MG UC 1/112226-6,23524952000100.0,7535
SYLVAMO DO BRASIL LTDA.,IP Mogi Guaçu,52736949000158.0,58
QUIMICA AMPARO LTDA,QUIMICA - AMPARO - SP,43461789000190.0,7140
COMPANHIA PAULISTA DE TRENS METROPOLITANOS - CPTM,CPTM CALMON VIANA - POÁ,71832679000123.0,7575
COMPANHIA PAULISTA DE TRENS METROPOLITANOS - CPTM,CPTM - BRÁS CUBAS,71832679000123.0,7576
COMPANHIA PAULISTA DE TRENS METROPOLITANOS - CPTM,CPTM ERMELINO MATARAZZO,71832679000123.0,7885
COMPANHIA PAULISTA DE TRENS METROPOLITANOS - CPTM,CPTM TIETÊ,71832679000123.0,7886
COMPANHIA PAULISTA DE TRENS METROPOLITANOS - CPTM,CPTM PARI,71832679000123.0,7887
COMPANHIA PAULISTA DE TRENS METROPOLITANOS - CPTM,CPTM SÃO CAETANO,71832679000123.0,7888
COMPANHIA PAULISTA DE TRENS METROPOLITANOS - CPTM,CPTM PATRIARCA - SP,71832679000123.0,70018
COMPANHIA PAULISTA DE TRENS METROPOLITANOS - CPTM,Sub Ayrton Senna - Linha 13,71832679000123.0,913091
COMPANHIA PAULISTA DE TRENS METROPOLITANOS - CPTM,CPTM - Francisco Morato,71832679000123.0,966562
COMPANHIA PAULISTA DE TRENS METROPOLITANOS - CPTM,CPTM - Manoel Feio - UC 150444793,71832679000123.0,982764
COMPANHIA PAULISTA DE TRENS METROPOLITANOS - CPTM,CPTM - Sebastião Gualberto - ATE0015014,71832679000123.0,984437
ELFUSA GERAL DE ELETROFUSAO LTDA,ELFUSA - SÃO JOÃO DA BOA VISTA,59752048000107.0,7477
JACOBINA MINERACAO E COMERCIO LTDA,JACOBINA MINERAÇÃO E COMÉRCIO LTDA.,42463174000130.0,906345
NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA,EKA BAHIA,5869996000190.0,7881
TECUMSEH DO BRASIL LTDA,TECUMSEH F. I-S.CARLOS 138KV,45361425000164.0,7802
RADICIFIBRAS INDUSTRIA E COMERCIO LTDA,RADICIFIBRAS SJC,2663810000153.0,7810
VISCOFAN DO BRASIL SOCIEDADE COMERCIAL E IND. LTDA.,VISCOFAN DO BRASIL - SP,65019655000319.0,7814
RIO TINTO DO BRASIL LTDA,ALUMAR REFINARIA ALCAN,6959319000125.0,70613
HONDA AUTOMOVEIS DO BRASIL LTDA,HONDA AUTOMÓVEIS DO BRASIL,1192333000122.0,7812
COOPERATIVA CENTRAL DOS PRODUTORES RURAIS DE MINAS GERAIS LTDA,COOP ITAMBÉ CONTAGEM,17249111002344.0,70885
COOPERATIVA CENTRAL DOS PRODUTORES RURAIS DE MINAS GERAIS LTDA,COOP ITAMBÉ - FAZENDA BARROCA - CURVELO,17249111011840.0,976459
DOHLER S.A.,DOHLER - JOINVILLE - SC,84683408000103.0,7417
DEDINI S/A INDUSTRIAS DE BASE,DEDINI PIRACICABA - BASE,50109271001472.0,7356
SOFTYS BRASIL LTDA.,SOFTYS CAIEIRAS VELHA,44145845001112.0,173
AIR PRODUCTS BRASIL LTDA.,AIR PRODUCTS - M CRUZES,43843358000350.0,7321
NITRIFLEX S/A INDUSTRIA E COMERCIO - EM RECUPERACAO JUDICIAL,NITRIFLEX - DUQUE DE CAXIAS,42147496000170.0,7804
IMERYS FUSED MINERALS SALTO LTDA.,ETC TREIBACHER - SALTO 88KV,3625966000102.0,146
NOVA ERA SILICON S/A,NES - NOVA ERA SILICON,19795665000167.0,77
VOITH PAPER MAQUINAS E EQUIPAMENTOS LTDA,VOITH PAPER - JARAGUA - SP -UC 200872712,61243119000180.0,7039
ALBRAS ALUMINIO BRASILEIRO S/A,ALBRAS PARÁ,5053020000306.0,159
ARAUCO INDUSTRIA DE PAINEIS S.A.,MASISA - PONTA GROSSA,606549000124.0,7817
ARAUCO INDUSTRIA DE PAINEIS S.A.,MASISA  - TRIUNFO RS,606549002682.0,889388
MILI S/A,MILI 5500 BARRAS,78908266000205.0,7449
CIA DE CIMENTO ITAMBE,ITAMBÉ LIVRE CURITIBA UC 7384769,76630573000241.0,172
ALUNORTE ALUMINA DO NORTE DO BRASIL S/A,ALUNORTE PROC - BARCARENA - PA,5848387000316.0,7020
CONDOMINIO SP MARKET CENTER,SHOPPING SP MARKET,1086381000136.0,7077
FIBRAPLAC PAINEIS DE MADEIRA LTDA,FIBRAPLAC - GLORINHA - RS,4176791000247.0,7038
CONDOMINIO GRAND PLAZA SHOPPING,CONDOMÍNIO ABC PLAZA SHOPPING,1993418000100.0,7407
BRACELL BAHIA SPECIALTY CELLULOSE S.A.,BAHIA PULP - CAMAÇARI,69037133000139.0,7076
SCHULZ S/A,SCHULZ JOINVILLE,84693183000168.0,7480
SANTHER FABRICA DE PAPEL SANTA THEREZINHA S/A,SANTHER SÃO PAULO,61101895000145.0,7380
SANTHER FABRICA DE PAPEL SANTA THEREZINHA S/A,SANTHER - BRAGANÇA - SP,61101895000498.0,7490
PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO SA,SANTA ISABEL - KARIBE,61565222000308.0,7329
ELECTRO ACO ALTONA S A,ALTONA BLUMENAU,82643537000134.0,7405
ULTRAFERTIL SA,Ultrafertil S.A.,2476026000802.0,898169
ROBERT BOSCH LIMITADA,ROBERT BOSCH CAMPINAS,45990181000189.0,7295
CREMER S.A.,CREMER TÊXTIL,82641325000118.0,70902
SAMA S.A. - MINERACOES ASSOCIADAS,SAMA - MINAÇU - GO,15104599000180.0,7465
SAINT-GOBAIN CANALIZACAO LTDA,SAINT GOBAIN CANALIZAÇÃO BM,28672087000162.0,7277
PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO SA,PARAMOUNT - SAPUCAIA - RS,61565222001380.0,7563
UNIPAR INDUPA DO BRASIL S.A.,SOLVAY,61460325000494.0,7052
KLABIN S.A.,KLABIN ANGATUBA,89637490012747.0,7046
KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA,KIMBERLY KENKO SUZANO,2290277001950.0,70453
SUZANO S.A.,BAHIA SUL CELULOSE LIVRE,16404287001399.0,7056
GENERAL MOTORS DO BRASIL LTDA,GM - SÃO CAETANO DO SUL,59275792000150.0,197
OBER SA INDUSTRIA E COMERCIO,OBER - NOVA ODESSA,43238138000136.0,7428
CLARIOS ENERGY SOLUTIONS BRASIL LTDA,ETC ENERTEC SOROCABA 88KV,1376079000112.0,7253
VILLARES METALS SA,VILLARES - SUMARÉ - SP,42566752000407.0,7468
UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,46068425000133.0,81
''CONDOMINIO SHOPPING PARQUE D. PEDRO'',SHOP. PARQUE D.PEDRO - CAMPINAS - SP,4895134000179.0,906012
EATON LTDA,EATON - DIV TRANSMISSOES,54625819002893.0,82
SANTISTA TEXTIL S.A.,TAVEX AMERICANA,61520607001916.0,7247
SANTISTA TEXTIL S.A.,TAVEX TATUÍ,61520607001835.0,7357
ARLANXEO BRASIL S.A.,PETROFLEX - TRIUNFO - RS,29667227000681.0,7147
ARLANXEO BRASIL S.A.,ARLANXEO,29667227000509.0,7215
ARLANXEO BRASIL S.A.,ARLANXEO HPE,29667227001220.0,7406
ARLANXEO BRASIL S.A.,ARLANXEO CABO DE SANTO AGOSTINHO,29667227001068.0,923277
WHEATON BRASIL VIDROS LTDA.,WHEATON VIDROS SBC,60750056000195.0,7222
MAHLE METAL LEVE S.A.,MAHLE - S.BERNARDO DO CAMPO,60476884001744.0,7388
KODAK BRASILEIRA COMERCIO DE PRODUTOS PARA IMAGEM E SERVICOS LTDA,KODAK SJC,61186938000132.0,7227
CIA DE FERRO LIGAS DA BAHIA FERBASA,FERBASA BA,15141799000103.0,177
FAGOR EDERLAN BRASILEIRA AUTO-PECAS LTDA.,FAGOR FUND BRAS - EXTREMA MG,61082723000171.0,7299
TRONOX PIGMENTOS DO BRASIL S.A,TRONOX BAHIA,15115504000124.0,888981
COCAMAR COOPERATIVA AGROINDUSTRIAL,COCAMAR - OMC 1000 - MARINGÁ,79114450000408.0,7818
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1301 - CAMPO GRANDE - 10/9000026-6,47508411043637.0,70313
COMPANHIA BRASILEIRA DE DISTRIBUICAO,PÃO DE AÇUCAR INDAIATUBA,47508411138930.0,70601
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CBD - LOJA 1417 PA BARRA,47508411242753.0,70724
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1724 - FIUSA - 42404126,47508411146525.0,70971
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1509 - RECREIO - 400069361,47508411252040.0,71150
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2318 - CASA VERDE - MTE0002530,47508411017717.0,71338
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1770 - PADRE ANTONIO - MTE0012442,47508411104016.0,71380
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2068 - VILA ROMANA - 200674566,47508411133709.0,71392
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2053 - VILA CLEMENTINO - 200661005,47508411146100.0,71393
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0150 - CARD DE ALMEIDA - MTE0003361,47508411028751.0,71877
COMPANHIA BRASILEIRA DE DISTRIBUICAO,5263 - CONDE BONFIM - 400061611,47508411248107.0,72323
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1735 - OLARIA - 400099317,47508411244705.0,72325
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2073 - AUGUSTO TOLLE - 201170490,47508411150980.0,72333
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1205 - IBIRAPUERA - MTE0007325,47508411029219.0,72340
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2352 - CERRO CORA - 200121674,47508411048604.0,72395
COMPANHIA BRASILEIRA DE DISTRIBUICAO,COMPRE BEM - TAUBATÉ LOJA 1 - 150527575,47508411159775.0,72401
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1801 - PETROPOLIS - 6681343,47508411251230.0,72410
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1513 - BOTAFOGO - 400028037,47508411246902.0,72412
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1515 - VILA ISABEL - 400062960,47508411254336.0,888446
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1020 - TAMBORE - 201295529,47508411158450.0,888616
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CBD PA PIRACICABA - 2329,47508411018799.0,888617
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0205 - S VICENTE ITARARE - 2036299053,47508411009706.0,888673
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0037 - CAMPINAS - 8239967,47508411003414.0,888674
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2383 - BADY BASSIT - 39417395,47508411128462.0,888805
COMPANHIA BRASILEIRA DE DISTRIBUICAO,5063 - IRAJA - 400090867,47508411246406.0,888873
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1797 - BAIRRO DE FATIMA - 400033049,47508411251825.0,888894
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0186 - TAUBATE INDEPENDECIA - 103501,47508411008726.0,888947
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1885 - GRANJA SAO CAMILO - 201326020,47508411159503.0,889115
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CBD PA MORUMBI 12925 - SP,47508411010623.0,889248
