NOME_EMPRESARIAL,NOME_CARGA,CNPJ_CARGA,CODIGO_CARGA
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1736 - BENTO RIBEIRO - 400084727,47508411249766.0,889394
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2384 - ABILIO SOARES - 200009608,47508411133466.0,889400
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1757 - S. VICENTE - 2036280174,47508411101696.0,889401
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CBD EX JUNDIAÍ CENTRO 1386,47508411007169.0,889424
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1773 - PRAIA GRANDE - 2036277483,47508411102072.0,889450
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1291 - CANTAREIRA - MTE0012706,47508411115301.0,889451
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0009 - JARDIM PAULISTANO - MTE0002311,47508411000903.0,889607
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1629 - VOL.PATRIA - 400031305,47508411167603.0,890620
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CBD - LOJA 1505 - SÂO JOÂO DE MERITI,47508411254689.0,892409
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2078 - ITANHAEM - 34674179,47508411150204.0,899922
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1804 - ITAIPU - 6681611-4,47508411248875.0,900041
COMPANHIA BRASILEIRA DE DISTRIBUICAO,5275 - TERESOPOLIS - 6681559,47508411255499.0,900673
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2484 - OURINHOS - 3030506249,47508411170906.0,901633
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2424 - SJRP - 4000800134,47508411175622.0,901696
COMPANHIA BRASILEIRA DE DISTRIBUICAO,5272 - ALTO DA SERRA - 6681583,47508411243563.0,902015
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1416 - SAO CRISTOVAO - 400107689,47508411251663.0,903439
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2402 - SAO JOSE DO RIO P. - 20813961,47508411172364.0,903466
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0358 - PA CARANDA BOSQUE - 10/3250369-0,47508411185008.0,904500
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1878 - CAMPINAS SOUZA - 40361462,47508411137372.0,904513
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2432 - SHOP JEQUITIMAR - 31581897,47508411166127.0,905092
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0003 - NOVA ALIANCA - 4000748925,47508411161087.0,905277
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CBD PA RIB PRETO INDEPEND - 1021,47508411018950.0,905294
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2354 - TEJEREBA - 18456804,47508411050170.0,905653
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1853 - GUARUJA - 27976866,47508411033917.0,905656
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2465 - CAMPINAS - 30934150,47508411167522.0,905687
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2481 - BOTUCATU - 33575746,47508411168413.0,905689
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2449 - BAURU - 4360583,47508411168251.0,905700
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1293 - BARAO GERALDO - 33587981,47508411016311.0,905706
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0022 - PA VALINHOS PORTAL - 4000860014,47508411161834.0,905707
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1499 - PRAIA GRANDE - 4000082872,47508411151103.0,905781
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1743 - SANTOS - 2036278676,47508411101343.0,905782
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1813 - EXTRA SUPER MACAE - 6738449-8,47508411242168.0,907650
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2838 - PA CAMBUI II - 8321507,47508411000156.0,907694
COMPANHIA BRASILEIRA DE DISTRIBUICAO,5274 - ITAIPAVA - 6737354,47508411251078.0,908096
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2381 - ALPHAVILLE II - MTE0013324,47508411124475.0,908537
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1222 - ALPHAVILE - MTE0006025,47508411093901.0,908538
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2469 - MARANHAO - MTE0011956,47508411169142.0,908583
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1299 - REAL PARQUE - MTE0014335,47508411061708.0,909059
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2326 - OSASCO - MTE0010273,47508411018527.0,909855
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0361 - AQUARIUS - 150801693,47508411176785.0,909865
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1216 - PORTAL - MTE0006994,47508411092921.0,910231
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2380 - MARIA AMALIA - MTE0015308,47508411118319.0,910232
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1685 - RIO DAS OSTRA - 5667376,47508411167875.0,910345
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CBD PA GOIANIA 1018,47508411160196.0,910358
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1289 - TATUAPE - MTE0011234,47508411115565.0,910497
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1207 - PRC PANAMERICANA - MTE0007511,47508411006782.0,911532
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1739 - ATIBAIA - 18456618,47508411097303.0,911592
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1201 - BORBA GATO - MTE0003759,47508411030730.0,911758
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1829 - MACAE - 5162661,47508411168090.0,911907
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1005 - PERUIBE - 35956453,47508411159341.0,911916
COMPANHIA BRASILEIRA DE DISTRIBUICAO,JABAQUARA-2336,47508411007916.0,912311
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2379 - PCA TAMANDARE - 16850105,47508411117932.0,913396
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CBD-PA PAROQUIA-1287,47508411247399.0,916451
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CBD - LAGO NORTE - 1230,47508411095009.0,925243
COMPANHIA BRASILEIRA DE DISTRIBUICAO,5287 - ICARAI - 6463670,47508411242249.0,925300
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1833 - ARARUAMA - 5157406,47508411168170.0,925353
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1816 - NITEROI - PLAZA - 6450626,47508411243210.0,925354
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1759 - SBC - MTE0006850,47508411103800.0,925358
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2065 - CASTELO BRANCO - 201547688,47508411159007.0,925360
COMPANHIA BRASILEIRA DE DISTRIBUICAO,5285 - CABO FRIO II - 6459749,47508411247984.0,925384
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1175 - S.J.C. SHOPPING - 169455,47508411239612.0,925409
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CBD - Uberlandia - 458,47508411215438.0,925463
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1395 - JOAO DE LUCA - MTE0000444,47508411092760.0,926026
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CBD0001 - JARDIM PAULISTA - MTE0012940,47508411000237.0,927540
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0014 - SOROCABA - 4001916981,47508411258242.0,927963
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1785 - CIDADE TIRADENTES - 202148413,47508411106655.0,930896
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0310 - W3 - 719.435-8,47508411013304.0,930899
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1602 - GUARA - 466.844-8,47508411079666.0,930910
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0004 - ANALIA FRANCO - 203011297,47508411239884.0,933124
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0006 - AFONSO BOVERO - MTE0003747,47508411000660.0,933125
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1696 - VILA LEOPOLDINA - MTE0008431,47508411210207.0,933126
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1204 - JOAQUIM FLORIANO - MTE0002209,47508411028590.0,933282
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2074 - VILA MONUMENTO - MTE0011146,47508411170582.0,933327
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0185 - MARANHAO - MTE0001727,47508411030497.0,933329
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1722 - PANAMBY - 200776551,47508411145715.0,933330
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2410 - CAMPO LIMPO - MTE0016032,47508411170159.0,933332
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1224 - OSCAR FREIRE - MTE0000578,47508411094207.0,933343
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2462 - SBC - MTE0010914,47508411168928.0,933349
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1214 - SOCRATES - MTE0005316,47508411092840.0,933445
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2468 - STO ANDRE - MTE0011520,47508411169061.0,933602
COMPANHIA BRASILEIRA DE DISTRIBUICAO,5073 - NS SRA DE COPAC II - 400210447,47508411250853.0,933883
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1217 - PERUIBE RIBAMAR - 8930201,47508411094037.0,934039
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0692 - SANTOS PEDREIRA - 2036269464,47508411062348.0,934826
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1711 - N. S. SABARA - MTE0005245,47508411096595.0,934858
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2461 - CARNEIRO DA CUNHA - MTE0011147,47508411169908.0,934955
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2457 - LAVANDISCA - MTE0010659,47508411172011.0,934969
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1397 - NOSSA SRA. SABARA - MTE0011632,47508411169495.0,935592
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0608 - ITAQUERA - MTE0007465,47508411056534.0,935593
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CBD - Granja Viana - 1290,47508411115727.0,935626
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2081 - MANDAQUI - MTE0004026,47508411168847.0,935644
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CBD -  MARQUES DE ABRANTES - 1281,47508411240700.0,936108
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CBD - T63 - 2378,47508411034301.0,936112
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CBD - VILA DA PENHA - 5271,47508411244373.0,936898
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1751 - PERUIBE - 9977520,47508411102900.0,937191
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1753 - PRAIA GRANDE - 2036270128,47508411102153.0,937564
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0697 - P. G. V. TUPY - 2036297166,47508411055805.0,937624
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CBD - ROCHA MIRANDA - 1727,47508411250268.0,937677
COMPANHIA BRASILEIRA DE DISTRIBUICAO,5290 - COPACABANA II - 400021857,47508411248522.0,937712
COMPANHIA BRASILEIRA DE DISTRIBUICAO,5292 - SANTANA - 400038431,47508411247550.0,938246
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CBD - DR. SATTAMINI - 1274,47508411244888.0,938811
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1415 - JD BOTANICO - 400025062,47508411252201.0,938812
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2438 - JOSE MENINO - 4001556892,47508411255570.0,940156
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1774 - SAO SEBASTIAO - 106054,47508411103630.0,940619
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1781 - MOGI MODERNO - 505544,47508411106493.0,941276
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1849 - STO ANDRE - MTE0013009,47508411033240.0,941438
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1848 - VILA DAS MERCES - MTE0013007,47508411032279.0,941458
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2021 - STO ANDRE - MTE0012701,47508411097729.0,941461
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1762 - AEROPORTO - MTE0005906,47508411104792.0,941462
COMPANHIA BRASILEIRA DE DISTRIBUICAO,5072 - SCS - MTE0007163,47508411187981.0,941463
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1867 - S. BERNDO D CAMPO - MTE0018658,47508411129353.0,941465
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1792 - EMBU GUACU - MTE0011667,47508411108003.0,941466
COMPANHIA BRASILEIRA DE DISTRIBUICAO,5864 - REAL PQ - 203028677,47508411246236.0,941467
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0056 - GLICERIO - MTE0013829,47508411004739.0,941470
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1811 - EDGAR FACO - MTE0011701,47508411115484.0,941471
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CBD0020 - BOM RETIRO - MTE0014852,47508411001985.0,941472
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1712 - DIADEMA - MTE0005785,47508411098709.0,941473
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0016 - RIO BRANCO - MTE0007347,47508411001390.0,941474
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2404 - LIBERDADE II - MTE0015148,47508411171392.0,941475
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0516 - CIDADE ADEMAR - MTE0013270,47508411024250.0,941476
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1860 - SCS - MTE0014618,47508411068460.0,941477
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0531 - DIADEMA TABOAO - MTE0012291,47508411025221.0,941478
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1231 - PEDROSO - MTE0013573,47508411095602.0,941479
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1863 - CONS FURTADO - MTE0007564,47508411004810.0,941480
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2426 - FREI CANECA - MTE0014321,47508411171473.0,941481
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0170 - SANTO AMARO - MTE0004017,47508411029057.0,941482
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0168 - CAMBUCI - MTE0009730,47508411028832.0,941492
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1766 - CARNEIRO DA CUNHA - MTE0010679,47508411104440.0,941493
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1864 - NV CACHOEIRINHA - MTE0018681,47508411125609.0,941497
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2428 - SAO JOAO CLIMACO - MTE0002324,47508411170230.0,941498
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0149 - PALMEIRAS - MTE0015061,47508411028670.0,941506
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1723 - STO ANDRE - MTE0001896,47508411098377.0,941507
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1790 - PIRAPORINHA - MTE0001396,47508411109670.0,941528
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1850 - CARAPICUIBA - MTE0013019,47508411034646.0,941529
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1796 - PARQUE COCAIA - MTE0009449,47508411109832.0,941532
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1223 - APIACAS - MTE0016649,47508411093731.0,941533
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1877 - ITAQUERA - MTE0011511,47508411172100.0,941534
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1768 - GUATAS - MTE0005734,47508411104288.0,941548
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1227 - VIEIRA DE MORAES - MTE0013535,47508411094622.0,941549
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1794 - JARD SÃO BERNRDO - MTE0011764,47508411109751.0,941550
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1703 - CAMPO BELO - MTE0013055,47508411095866.0,941569
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0062 - SUMARE - MTE0003156,47508411005115.0,941570
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0183 - REBOUCAS - MTE0004180,47508411030225.0,941571
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1814 - JARDIM ANGELA - MTE0012707,47508411093146.0,941572
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1858 - MORRO GRANDE - MTE0013770,47508411060051.0,941573
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1026 - RUBEM BERTA - MTE0008497,47508411048515.0,941574
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1879 - ASSIS RIBEIRO - 200372072,47508411139820.0,941575
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0088 - PARQE CONTINENTAL - MTE0010664,47508411007320.0,941660
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0597 - CARAPICUIBA - MTE0012463,47508411040530.0,941679
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1789 - TEOTONIO VILELA - MTE0008494,47508411110091.0,941680
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1875 - GUARUJA ENSEADA - 29555264,47508411136210.0,941819
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1708 - BOSQUE DA SAUDE - 203651142,47508411096323.0,942114
COMPANHIA BRASILEIRA DE DISTRIBUICAO,5216 - LUCAS N.GARC-ATIBAIA - 39127290,47508411233339.0,942249
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CBD - IRU VILA FORMOSA - 2430,47508411171988.0,942257
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1750 - SANTOS AFONSO PENA - 2036269138,47508411100967.0,942281
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2024 - BENJ.CONSTANT-GUARUJ - 1594400,47508411017040.0,942333
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1273 - CAMPOS DO JORDAO - 18456782,47508411111497.0,942731
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1400 - EX SUPER SEIS BOCAS - 1783502,47508411073030.0,942788
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1704 - CLODOMRO AMAZONAS - MTE0006733,47508411095785.0,942792
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1744 - R. SAO PAULO - 2036274336,47508411102587.0,943115
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1745 - SANTOS - 2036296593,47508411101181.0,943545
COMPANHIA BRASILEIRA DE DISTRIBUICAO,5273 - CORREAS - 6780286,47508411253364.0,943615
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1821 - GUARUJA - 2036272708,47508411020939.0,943648
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2372 - AGUAS CLARAS - 1.086.893-3,47508411061880.0,943715
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1787 - PLTO PAULISTA - MTE0007193,47508411109085.0,944321
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1788 - VILA SAO JOSE - MTE0009189,47508411109166.0,944322
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1857 - VILA DOS REMEDIOS - MTE0013821,47508411060728.0,944323
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1859 - OSASCO HELENA MARIA - MTE0013839,47508411060809.0,944352
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1752 - ITANHAEM R.BARBOSA - 7945795,47508411102820.0,944393
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1758 - SANTOS BARTOLOMEU - 2036276134,47508411100886.0,944443
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1865 - VINHEDO - 2036313595,47508411130521.0,944468
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1741 - CUBATAO - 2036276070,47508411102749.0,944498
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0357 - PA VACA BRAVA - 17469983,47508411176351.0,944716
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1738 - VILA PRUDENTE - MTE0005987,47508411097214.0,944806
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1760 - PIRITUBA - MTE0007582,47508411103982.0,944849
COMPANHIA BRASILEIRA DE DISTRIBUICAO,7474 - ESCR GPA S CAETANO - MTE0015183,47508411257270.0,944990
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1886 - MONGAGUA - 36439363,47508411000156.0,945144
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1748 - MONGAGUA - 13099892,47508411000156.0,945696
COMPANHIA BRASILEIRA DE DISTRIBUICAO,5430 - SANTOS - 4001704280,47508411238721.0,945740
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1398 - EXTRA AGUANAMBI - 318981,47508411036002.0,945770
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0050 - ANGELICA - MTE0002546,47508411004305.0,946072
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CDB - MERCADO EXTRA - LOJA 87,47508411007240.0,946073
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1765 - CURSINO II - MTE0002516,47508411104520.0,946078
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1763 - ITAPECERICA - MTE0006905,47508411103206.0,946080
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0646 - JARDIM CISPER - MTE0013381,47508411045176.0,946088
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1786 - CUPECE - MTE0006914,47508411109247.0,946096
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1710 - CURSINO - MTE0003737,47508411096404.0,946108
COMPANHIA BRASILEIRA DE DISTRIBUICAO,5076 - SAO GONCALO - 6452235,47508411243130.0,946150
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2374 - BUENA VISTA - 9002751,47508411083930.0,946158
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1769 - AMRCO BRASILIENSE - MTE0003425,47508411104105.0,946161
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2459 - CLODOMIRO - MTE0011342,47508411170400.0,946166
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1852 - TAIPAS - MTE0013018,47508411031035.0,946214
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1812 - BRASILANDIA - MTE0000716,47508411116103.0,946225
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2464 - DR. CESAR - MTE0011628,47508411168685.0,946252
COMPANHIA BRASILEIRA DE DISTRIBUICAO,5107 - SOROCABA - 2096383381,47508411210550.0,946264
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2425 - BUZIOS - 5375779,47508411173760.0,946295
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1296 - SUDOESTE - 723.459-7,47508411022710.0,946358
COMPANHIA BRASILEIRA DE DISTRIBUICAO,5093 - AV MOREIRA CESAR - 4001199283,47508411213494.0,946928
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1252 - JULIO VENTURA - 1543607,47508411107201.0,946966
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1219 - ASA SUL 308 - 545.220-1,47508411093499.0,946972
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0116 - SANTANA - MTE0005959,47508411008645.0,946989
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1220 - SAO JOAO - 1593559,47508411093570.0,947025
COMPANHIA BRASILEIRA DE DISTRIBUICAO,5400 - RECIFE - 2734313,47508411225743.0,947088
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1228 - L2 SUL - 551.185-2,47508411094894.0,947469
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1229 - L2 NORTE - 551.050-3,47508411094975.0,947890
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0052 - GUARUJA - 9775366,47508411004577.0,948040
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CBD - SANTA CLARA - Loja 191,47508411007673.0,948220
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1226 - PAMPLONA - MTE0001925,47508411094703.0,948714
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1202 - MARIA ANTONIA - MTE0002795,47508411000318.0,948715
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2406 - ALAMEDA SANTOS - MTE0013659,47508411170663.0,948743
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1707 - VILA MARIANA - MTE0000788,47508411096242.0,948745
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1218 - 305 SUL - 545.219-8,47508411093308.0,948758
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1013 - CURUCA - MTE0000883,47508411017555.0,948782
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2018 - LIMAO - MTE0013614,47508411003767.0,948789
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1754 - SÃO VICENTE - 2036277505,47508411101777.0,948823
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0018 - SANTOS CENTRO - 2036270241,47508411000156.0,948858
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1862 - SANTOS - 2036280182,47508411005972.0,948867
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2450 - BAURU - 4049179,47508411168332.0,948874
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1742 - SANTOS - 2036296844,47508411101262.0,948879
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2050 - RIVIERA SHOPPING - 31754066,47508411147688.0,948940
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1270 - PINDAMONHANGABA - 501905,47508411111306.0,948943
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CBD -  N SRA DE COPACABANA - 1414,47508411247801.0,948999
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1747 - SANTOS - 2036278625,47508411101009.0,949057
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1413 - POMPEU LOUREIRO - 400021849,47508411247470.0,949083
COMPANHIA BRASILEIRA DE DISTRIBUICAO,2628 - VILA VALQUEIRE - 400080233,47508411248018.0,949084
COMPANHIA BRASILEIRA DE DISTRIBUICAO,5291 - BOTAFOGO - 400031186,47508411241005.0,949309
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0271 - OSASCO HI SANAZAR - 201973072,47508411209039.0,949529
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1810 - JARAGUA - MTE0007886,47508411114240.0,949571
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1272 - VIVEIROS DE CASTRO - 400189820,47508411246821.0,949625
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1798 - RIO COMPRIDO - 400336289,47508411244101.0,949627
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CBD - AV NILO PECANHA - 1508,47508411244020.0,949643
COMPANHIA BRASILEIRA DE DISTRIBUICAO,CDB - CAMPINAS PROENCA - 0189,47508411009021.0,949674
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0008 - CONSOLACAO - MTE0002371,47508411000822.0,950074
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0039 - PACAEMBU - MTE0002298,47508411003686.0,950148
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0061 - BROOKLIN - MTE0002703,47508411004909.0,950230
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0076 - PENHA - MTE0009015,47508411006600.0,950729
COMPANHIA BRASILEIRA DE DISTRIBUICAO,0147 - REGO FREITAS - MTE0002857,47508411028409.0,950857
COMPANHIA BRASILEIRA DE DISTRIBUICAO,1164 - ARACAJU JARDINS - 3/1005038-3,47508411215519.0,952099
